System Time,RDTSC,Elapsed Time (sec),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,Package Power Limit_0(Watt),GT Frequency(MHz)
12:39:13:939,2764282818741,  59.883, 2900,   5.628, 243.268,  67.575,   4.248, 148.556,  41.265, 49,0,28.0,  283
12:39:14:039,2764573049417,  59.983, 1700,   2.499, 243.518,  67.644,   0.744, 148.630,  41.286, 47,0,28.0,  283
12:39:14:139,2764863190308,  60.083, 1300,   1.609, 243.679,  67.689,   0.229, 148.653,  41.293, 47,0,28.0,  283
12:39:14:240,2765155918897,  60.184, 1300,   1.955, 243.877,  67.744,   0.288, 148.682,  41.301, 46,0,28.0,  283
12:39:14:344,2765456440469,  60.288, 1700,   2.277, 244.113,  67.809,   0.701, 148.755,  41.321, 47,0,28.0,  283
12:39:14:442,2765739633019,  60.385, 1300,   2.748, 244.381,  67.884,   0.814, 148.834,  41.343, 46,0,28.0,  283
12:39:14:544,2766037791167,  60.488, 1300,   1.446, 244.530,  67.925,   0.089, 148.844,  41.345, 46,0,28.0,  283
12:39:14:644,2766327790498,  60.588, 1300,   1.749, 244.705,  67.974,   0.172, 148.861,  41.350, 46,0,28.0,  283
12:39:14:744,2766617767730,  60.688, 1300,   1.256, 244.830,  68.008,   0.103, 148.871,  41.353, 46,0,28.0,  283
12:39:14:842,2766899625126,  60.785, 1300,   1.790, 245.004,  68.057,   0.080, 148.879,  41.355, 46,0,28.0,  283
12:39:14:944,2767197540093,  60.888, 1700,   1.917, 245.201,  68.111,   0.411, 148.921,  41.367, 47,0,28.0,  283
12:39:15:044,2767487765911,  60.988, 1300,   8.325, 246.034,  68.343,   6.808, 149.602,  41.556, 47,0,28.0,  283
12:39:15:140,2767763414820,  61.083, 2900,   4.300, 246.443,  68.456,   2.900, 149.878,  41.633, 51,0,28.0,  283
12:39:15:240,2768055115476,  61.184, 1700,   9.683, 247.417,  68.727,   8.067, 150.689,  41.858, 49,0,28.0,  283
12:39:15:340,2768344927493,  61.284, 2900,   4.687, 247.886,  68.857,   2.916, 150.981,  41.939, 52,0,28.0,  283
12:39:15:442,2768641546238,  61.386, 1700,   9.920, 248.900,  69.139,   8.241, 151.824,  42.173, 50,0,28.0,  283
12:39:15:542,2768931281776,  61.486, 3300,   4.765, 249.376,  69.271,   2.969, 152.120,  42.256, 54,0,28.0,  283
12:39:15:643,2769223103900,  61.587, 1300,   3.444, 249.723,  69.368,   1.926, 152.314,  42.310, 48,0,28.0,  283
12:39:15:745,2769517784339,  61.688, 1300,   2.274, 249.954,  69.432,   0.614, 152.377,  42.327, 47,0,28.0,  283
12:39:15:839,2769792963741,  61.783, 1300,   1.492, 250.096,  69.471,   0.318, 152.407,  42.335, 46,0,28.0,  283
12:39:15:939,2770082977720,  61.883, 1300,   1.811, 250.277,  69.521,   0.319, 152.439,  42.344, 47,0,28.0,  283
12:39:16:040,2770375980786,  61.984, 1300,   2.216, 250.501,  69.584,   0.492, 152.488,  42.358, 46,0,28.0,  283
12:39:16:145,2770677752371,  62.088, 1300,   1.963, 250.705,  69.640,   0.358, 152.526,  42.368, 47,0,28.0,  283
12:39:16:240,2770955050441,  62.184, 1700,   3.693, 251.058,  69.738,   2.099, 152.726,  42.424, 47,0,28.0,  283
12:39:16:340,2771244926375,  62.284, 1700,   4.762, 251.534,  69.871,   3.269, 153.053,  42.515, 48,0,28.0,  283
12:39:16:442,2771539696605,  62.386, 1300,   3.685, 251.909,  69.975,   2.252, 153.282,  42.578, 47,0,28.0,  283
12:39:16:545,2771837775051,  62.488, 1300,   1.793, 252.093,  70.026,   0.366, 153.320,  42.589, 47,0,28.0,  283
12:39:16:642,2772121016018,  62.586, 3100,   8.405, 252.914,  70.254,   6.776, 153.981,  42.773, 51,0,28.0,  283
12:39:16:744,2772417304947,  62.688, 3300,   3.945, 253.317,  70.366,   2.528, 154.240,  42.844, 52,0,28.0,  283
12:39:16:841,2772696458215,  62.784, 3300,  10.110, 254.290,  70.636,   8.543, 155.062,  43.073, 55,0,28.0,  283
12:39:16:940,2772985264334,  62.884, 3300,   3.981, 254.687,  70.746,   2.468, 155.308,  43.141, 54,0,28.0,  283
12:39:17:039,2773272840592,  62.983, 3300,  10.398, 255.718,  71.033,   8.827, 156.183,  43.384, 56,0,28.0,  283
12:39:17:144,2773577307244,  63.088, 3300,   3.834, 256.121,  71.145,   2.490, 156.445,  43.457, 54,0,28.0,  283
12:39:17:242,2773859629998,  63.186, 1300,   3.973, 256.507,  71.252,   2.392, 156.678,  43.522, 48,0,28.0,  283
12:39:17:340,2774145406649,  63.284, 1300,   2.355, 256.740,  71.317,   0.545, 156.732,  43.537, 47,0,28.0,  283
12:39:17:444,2774446621170,  63.388, 1300,   2.835, 257.034,  71.398,   1.126, 156.849,  43.569, 47,0,28.0,  283
12:39:17:545,2774737739938,  63.488, 1300,   1.446, 257.179,  71.439,   0.280, 156.877,  43.577, 46,0,28.0,  283
12:39:17:642,2775019648898,  63.586, 1300,   1.624, 257.337,  71.483,   0.092, 156.886,  43.579, 47,0,28.0,  283
12:39:17:745,2775317743787,  63.688, 1300,   2.025, 257.545,  71.540,   0.181, 156.904,  43.584, 47,0,28.0,  283
12:39:17:845,2775607751851,  63.788, 1300,   1.658, 257.711,  71.586,   0.093, 156.914,  43.587, 47,0,28.0,  283
12:39:17:945,2775897763747,  63.888, 1300,   1.288, 257.840,  71.622,   0.096, 156.923,  43.590, 46,0,28.0,  283
12:39:18:042,2776179660880,  63.986, 1300,   1.559, 257.991,  71.664,   0.057, 156.929,  43.591, 45,0,28.0,  283
12:39:18:145,2776477757767,  64.088, 1300,   1.956, 258.193,  71.720,   0.148, 156.944,  43.596, 46,0,28.0,  283
12:39:18:244,2776767308571,  64.188, 3300,   6.675, 258.859,  71.905,   5.168, 157.460,  43.739, 54,0,28.0,  283
12:39:18:340,2777043737653,  64.284, 1700,   3.233, 259.167,  71.991,   1.548, 157.608,  43.780, 47,0,28.0,  283
12:39:18:444,2777347312309,  64.388, 3300,   9.973, 260.212,  72.281,   8.339, 158.481,  44.022, 54,0,28.0,  283
12:39:18:544,2777637417769,  64.488, 1300,   3.608, 260.573,  72.381,   2.193, 158.700,  44.083, 47,0,28.0,  283
12:39:18:643,2777923776356,  64.587, 3300,   9.593, 261.520,  72.644,   8.016, 159.492,  44.303, 55,0,28.0,  283
12:39:18:745,2778217835400,  64.688, 1300,   3.775, 261.903,  72.751,   2.490, 159.744,  44.373, 48,0,28.0,  283
12:39:18:842,2778499638160,  64.786, 1300,   6.067, 262.492,  72.914,   4.426, 160.174,  44.493, 48,0,28.0,  283
12:39:18:940,2778783608256,  64.884, 1300,   1.735, 262.662,  72.962,   0.077, 160.182,  44.495, 48,0,28.0,  283
12:39:19:044,2779087023192,  64.988, 1300,   1.091, 262.776,  72.993,   0.062, 160.188,  44.497, 47,0,28.0,  283
12:39:19:145,2779377764366,  65.088, 1300,   1.212, 262.898,  73.027,   0.108, 160.199,  44.500, 47,0,28.0,  283
12:39:19:242,2779659625814,  65.186, 1300,   1.598, 263.053,  73.070,   0.139, 160.213,  44.503, 46,0,28.0,  283
12:39:19:340,2779945357723,  65.284, 1300,   1.474, 263.198,  73.111,   0.083, 160.221,  44.506, 46,0,28.0,  283
12:39:19:444,2780244549814,  65.387, 1300,   1.857, 263.390,  73.164,   0.535, 160.276,  44.521, 46,0,28.0,  283
12:39:19:545,2780537772731,  65.488, 1300,   1.371, 263.528,  73.202,   0.232, 160.299,  44.528, 46,0,28.0,  283
12:39:19:645,2780827744620,  65.588, 1300,   1.781, 263.706,  73.252,   0.052, 160.305,  44.529, 46,0,28.0,  283
12:39:19:745,2781117744221,  65.688, 1300,   1.627, 263.869,  73.297,   0.080, 160.313,  44.531, 46,0,28.0,  283
12:39:19:840,2781392822222,  65.783, 3100,   4.329, 264.280,  73.411,   3.041, 160.601,  44.611, 49,0,28.0,  283
12:39:19:940,2781683721308,  65.884, 1700,   5.442, 264.826,  73.563,   3.917, 160.994,  44.721, 47,0,28.0,  283
12:39:20:045,2781987319409,  65.988, 3300,   9.163, 265.785,  73.829,   7.544, 161.784,  44.940, 55,0,28.0,  283
12:39:20:144,2782275056409,  66.087, 1300,   4.760, 266.258,  73.960,   2.945, 162.076,  45.021, 47,0,28.0,  283
12:39:20:243,2782561679880,  66.186, 3200,   9.982, 267.244,  74.234,   8.392, 162.906,  45.252, 55,0,28.0,  283
12:39:20:340,2782845359389,  66.284, 1300,   3.999, 267.635,  74.343,   2.467, 163.147,  45.319, 47,0,28.0,  283
12:39:20:441,2783136715353,  66.385, 1300,   6.697, 268.308,  74.530,   5.008, 163.650,  45.458, 48,0,28.0,  283
12:39:20:545,2783437799572,  66.488, 1300,   1.661, 268.481,  74.578,   0.119, 163.662,  45.462, 46,0,28.0,  283
12:39:20:645,2783727822772,  66.588, 1300,   2.191, 268.700,  74.639,   0.342, 163.697,  45.471, 46,0,28.0,  283
12:39:20:741,2784007931339,  66.685, 1300,   1.709, 268.865,  74.685,   0.241, 163.720,  45.478, 46,0,28.0,  283
12:39:20:842,2784299628690,  66.786, 1300,   2.206, 269.087,  74.746,   0.383, 163.758,  45.488, 46,0,28.0,  283
12:39:20:945,2784597790656,  66.888, 1300,   2.163, 269.309,  74.808,   0.685, 163.829,  45.508, 46,0,28.0,  283
12:39:21:045,2784887795802,  66.988, 1300,   0.941, 269.403,  74.834,   0.088, 163.838,  45.510, 46,0,28.0,  283
12:39:21:145,2785177789063,  67.088, 1300,   1.571, 269.560,  74.878,   0.149, 163.853,  45.515, 46,0,28.0,  283
12:39:21:240,2785455456063,  67.184, 1700,   3.669, 269.912,  74.975,   2.025, 164.046,  45.568, 48,0,28.0,  283
12:39:21:340,2785743837161,  67.284, 1700,   4.379, 270.347,  75.096,   2.866, 164.331,  45.648, 48,0,28.0,  283
12:39:21:443,2786043631138,  67.387, 3300,   6.194, 270.987,  75.274,   4.637, 164.811,  45.781, 53,0,28.0,  283
12:39:21:545,2786337771028,  67.488, 1300,   5.302, 271.525,  75.424,   3.939, 165.210,  45.892, 48,0,28.0,  283
12:39:21:642,2786619117956,  67.585, 3200,   7.807, 272.283,  75.634,   6.136, 165.806,  46.057, 53,0,28.0,  283
12:39:21:741,2786907624563,  67.685, 1300,   6.220, 272.901,  75.806,   4.703, 166.273,  46.187, 48,0,28.0,  283
12:39:21:843,2787202613173,  67.787, 3300,   7.463, 273.660,  76.017,   5.775, 166.861,  46.350, 53,0,28.0,  283
12:39:21:945,2787497771271,  67.888, 1300,   5.236, 274.193,  76.165,   3.843, 167.252,  46.459, 47,0,28.0,  283
12:39:22:042,2787779623027,  67.986, 1300,   5.720, 274.749,  76.319,   4.057, 167.646,  46.568, 48,0,28.0,  283
12:39:22:145,2788077804049,  68.088, 1300,   1.386, 274.892,  76.359,   0.071, 167.654,  46.570, 48,0,28.0,  283
12:39:22:245,2788367811481,  68.188, 1300,   1.403, 275.032,  76.398,   0.182, 167.672,  46.576, 47,0,28.0,  283
12:39:22:340,2788645376984,  68.284, 1300,   1.479, 275.174,  76.437,   0.086, 167.680,  46.578, 47,0,28.0,  283
12:39:22:442,2788939622199,  68.386, 1300,   2.472, 275.424,  76.507,   0.677, 167.749,  46.597, 46,0,28.0,  233
12:39:22:545,2789237834702,  68.489, 1300,   1.673, 275.597,  76.555,   0.103, 167.759,  46.600, 47,0,28.0,  233
12:39:22:645,2789527809738,  68.589, 1300,   1.196, 275.716,  76.588,   0.077, 167.767,  46.602, 47,0,28.0,  233
12:39:22:745,2789817780617,  68.689, 1300,   1.329, 275.849,  76.625,   0.105, 167.778,  46.605, 46,0,28.0,  233
12:39:22:845,2790107781023,  68.789, 1300,   1.478, 275.997,  76.666,   0.071, 167.785,  46.607, 46,0,28.0,  233
12:39:22:943,2790391991797,  68.887, 1300,   1.453, 276.139,  76.705,   0.083, 167.793,  46.609, 46,0,28.0,  233
12:39:23:042,2790680086564,  68.986, 3300,   3.169, 276.454,  76.793,   1.852, 167.977,  46.660, 51,0,28.0,  249
12:39:23:145,2790977678980,  69.088, 1300,   7.231, 277.196,  76.999,   5.407, 168.532,  46.814, 47,0,28.0,  199
12:39:23:241,2791255949123,  69.184, 2900,   6.274, 277.798,  77.166,   4.460, 168.960,  46.933, 50,0,28.0,  199
12:39:23:340,2791545312828,  69.284, 1300,   7.912, 278.588,  77.385,   6.165, 169.575,  47.104, 49,0,28.0,  199
12:39:23:443,2791843623459,  69.387, 3300,   7.234, 279.332,  77.592,   5.425, 170.133,  47.259, 53,0,28.0,  283
12:39:23:540,2792124718315,  69.484, 1700,   7.418, 280.051,  77.792,   5.655, 170.681,  47.411, 48,0,28.0,  283
12:39:23:645,2792427723835,  69.589, 1300,   6.658, 280.746,  77.985,   4.935, 171.197,  47.555, 48,0,28.0,  283
12:39:23:745,2792717771439,  69.689, 1300,   2.000, 280.946,  78.041,   0.125, 171.209,  47.558, 47,0,28.0,  283
12:39:23:845,2793007799177,  69.789, 1300,   1.747, 281.121,  78.089,   0.160, 171.225,  47.563, 47,0,28.0,  283
12:39:23:945,2793297772460,  69.889, 1300,   2.002, 281.321,  78.145,   0.118, 171.237,  47.566, 47,0,28.0,  283
12:39:24:045,2793587658701,  69.989, 1300,   1.890, 281.510,  78.197,   0.087, 171.246,  47.568, 47,0,28.0,  283
12:39:24:145,2793877770981,  70.089, 1300,   1.405, 281.651,  78.236,   0.079, 171.254,  47.570, 46,0,28.0,  283
12:39:24:245,2794167772273,  70.189, 1300,   1.895, 281.840,  78.289,   0.175, 171.271,  47.575, 46,0,28.0,  283
12:39:24:341,2794445368324,  70.284, 1300,   1.692, 282.002,  78.334,   0.099, 171.281,  47.578, 46,0,28.0,  283
12:39:24:441,2794735486227,  70.384, 1300,   2.495, 282.252,  78.403,   0.702, 171.351,  47.597, 46,0,28.0,  283
12:39:24:545,2795037636199,  70.489, 1300,   1.773, 282.437,  78.455,   0.243, 171.376,  47.604, 47,0,28.0,  283
12:39:24:641,2795316662399,  70.585, 1700,   1.923, 282.622,  78.506,   0.245, 171.400,  47.611, 47,0,28.0,  283
12:39:24:745,2795617989438,  70.689, 1300,   7.852, 283.438,  78.733,   6.226, 172.047,  47.791, 47,0,28.0,  283
12:39:24:841,2795895314475,  70.784, 3300,   5.109, 283.926,  78.868,   3.775, 172.408,  47.891, 55,0,28.0,  283
12:39:24:945,2796197795794,  70.889, 1300,   7.852, 284.745,  79.096,   6.205, 173.055,  48.071, 49,0,28.0,  283
12:39:25:040,2796474238602,  70.984, 3300,   5.591, 285.278,  79.244,   3.958, 173.432,  48.176, 54,0,28.0,  283
12:39:25:145,2796777753046,  71.089, 1300,   7.943, 286.110,  79.475,   6.316, 174.093,  48.359, 49,0,28.0,  283
12:39:25:240,2797054697293,  71.184, 1300,   5.884, 286.671,  79.631,   4.180, 174.492,  48.470, 49,0,28.0,  283
12:39:25:341,2797345419111,  71.284, 1300,   1.632, 286.835,  79.676,   0.403, 174.533,  48.481, 47,0,28.0,  283
12:39:25:445,2797647755183,  71.389, 1300,   1.931, 287.036,  79.732,   0.636, 174.599,  48.500, 46,0,28.0,  283
12:39:25:545,2797937622488,  71.489, 1300,   1.851, 287.221,  79.784,   0.158, 174.615,  48.504, 48,0,28.0,  283
12:39:25:645,2798227634053,  71.589, 1300,   1.888, 287.410,  79.836,   0.074, 174.622,  48.506, 47,0,28.0,  283
12:39:25:745,2798517770735,  71.689, 1300,   1.859, 287.596,  79.888,   0.105, 174.633,  48.509, 47,0,28.0,  283
12:39:25:845,2798807753557,  71.789, 1300,   1.044, 287.701,  79.917,   0.074, 174.640,  48.511, 47,0,28.0,  283
12:39:25:940,2799082868065,  71.883, 3300,   5.895, 288.260,  80.072,   4.509, 175.068,  48.630, 51,0,28.0,  216
12:39:26:040,2799374284881,  71.984, 1700,   7.148, 288.978,  80.272,   4.763, 175.547,  48.763, 48,0,28.0,  166
12:39:26:140,2799663286469,  72.084, 1300,   3.340, 289.311,  80.364,   1.504, 175.696,  48.805, 48,0,28.0,  166
12:39:26:242,2799959143178,  72.186, 1700,   5.714, 289.894,  80.526,   4.010, 176.106,  48.918, 49,0,28.0,  166
12:39:26:343,2800251183955,  72.286, 2900,  13.202, 291.224,  80.895,  11.751, 177.289,  49.247, 53,0,28.0,  166
12:39:26:441,2800536893494,  72.385, 3300,   5.820, 291.797,  81.055,   4.033, 177.686,  49.357, 54,0,28.0,  283
12:39:26:541,2800827845520,  72.485, 1700,   8.766, 292.677,  81.299,   7.149, 178.403,  49.557, 49,0,28.0,  283
12:39:26:645,2801127304149,  72.589, 3300,   5.109, 293.204,  81.446,   3.632, 178.779,  49.661, 55,0,28.0,  283
12:39:26:742,2801408306662,  72.685, 1300,   8.405, 294.019,  81.672,   6.795, 179.437,  49.844, 49,0,28.0,  283
12:39:26:841,2801695911146,  72.785, 3300,   5.634, 294.578,  81.827,   4.021, 179.836,  49.954, 55,0,28.0,  283
12:39:26:940,2801983077467,  72.884, 2900,   2.054, 294.781,  81.884,   0.803, 179.915,  49.976, 48,0,28.0,  283
12:39:27:045,2802287758566,  72.989, 1300,   2.119, 295.004,  81.945,   0.331, 179.950,  49.986, 47,0,28.0,  283
12:39:27:145,2802577754588,  73.089, 1300,   1.315, 295.135,  81.982,   0.078, 179.958,  49.988, 47,0,28.0,  283
12:39:27:245,2802867745332,  73.189, 1300,   1.660, 295.301,  82.028,   0.206, 179.978,  49.994, 47,0,28.0,  283
12:39:27:341,2803145374024,  73.284, 1300,   2.543, 295.544,  82.096,   0.843, 180.059,  50.016, 47,0,28.0,  283
12:39:27:440,2803433553019,  73.384, 1300,   3.324, 295.875,  82.187,   1.197, 180.178,  50.049, 47,0,28.0,  283
12:39:27:544,2803734631380,  73.488, 1300,   2.202, 296.103,  82.251,   0.186, 180.197,  50.055, 47,0,28.0,  283
12:39:27:642,2804019634264,  73.586, 1300,   1.489, 296.250,  82.292,   0.073, 180.204,  50.057, 47,0,28.0,  283
12:39:27:745,2804317769747,  73.689, 1300,   1.598, 296.414,  82.337,   0.077, 180.212,  50.059, 46,0,28.0,  283
12:39:27:845,2804607751567,  73.789, 1300,   1.052, 296.519,  82.366,   0.087, 180.221,  50.061, 46,0,28.0,  283
12:39:27:941,2804885292615,  73.884, 2900,   8.219, 297.306,  82.585,   6.608, 180.853,  50.237, 49,0,28.0,  283
12:39:28:041,2805174996204,  73.984, 3300,   8.660, 298.171,  82.825,   6.734, 181.526,  50.424, 54,0,28.0,  166
12:39:28:143,2805472629868,  74.087, 1300,  10.345, 299.233,  83.120,   8.726, 182.422,  50.673, 50,0,28.0,  166
12:39:28:245,2805767310382,  74.189, 3300,   4.330, 299.673,  83.243,   2.776, 182.704,  50.751, 55,0,28.0,  166
12:39:28:342,2806050384539,  74.286, 2900,   9.311, 300.582,  83.495,   7.729, 183.459,  50.961, 50,0,28.0,  166
12:39:28:440,2806334651012,  74.384, 3300,   4.341, 301.007,  83.613,   2.587, 183.712,  51.031, 53,0,28.0,  283
12:39:28:541,2806627428347,  74.485, 1300,   4.479, 301.460,  83.739,   2.753, 183.990,  51.108, 48,0,28.0,  283
12:39:28:645,2806927746987,  74.589, 1300,   1.830, 301.649,  83.791,   0.403, 184.032,  51.120, 47,0,28.0,  283
12:39:28:745,2807217805883,  74.689, 1300,   1.156, 301.765,  83.824,   0.070, 184.039,  51.122, 47,0,28.0,  283
12:39:28:842,2807499662343,  74.786, 1300,   1.864, 301.946,  83.874,   0.107, 184.049,  51.125, 46,0,28.0,  283
12:39:28:944,2807795929589,  74.888, 1300,   1.157, 302.064,  83.907,   0.101, 184.059,  51.128, 46,0,28.0,  283
12:39:29:041,2808075168907,  74.984, 1300,   1.359, 302.195,  83.943,   0.113, 184.070,  51.131, 46,0,28.0,  283
12:39:29:145,2808377739690,  75.089, 1300,   1.273, 302.328,  83.980,   0.115, 184.082,  51.134, 46,0,28.0,  283
12:39:29:242,2808659655742,  75.186, 1300,   1.786, 302.501,  84.028,   0.139, 184.096,  51.138, 46,0,28.0,  283
12:39:29:341,2808945379376,  75.284, 1300,   1.308, 302.630,  84.064,   0.126, 184.108,  51.141, 46,0,28.0,  283
12:39:29:445,2809247751055,  75.389, 1300,   2.348, 302.875,  84.132,   0.593, 184.170,  51.158, 46,0,28.0,  283
12:39:29:540,2809523476427,  75.484, 3300,   7.407, 303.579,  84.328,   5.888, 184.730,  51.314, 53,0,28.0,  283
12:39:29:643,2809823102492,  75.587, 3300,   3.972, 303.990,  84.442,   2.286, 184.966,  51.379, 51,0,28.0,  283
12:39:29:745,2810117301751,  75.689, 3300,  10.527, 305.058,  84.738,   8.670, 185.846,  51.624, 55,0,28.0,  283
12:39:29:842,2810400408819,  75.786, 3300,   2.923, 305.343,  84.818,   1.882, 186.029,  51.675, 51,0,28.0,  283
12:39:29:945,2810697295928,  75.889, 3300,   9.705, 306.337,  85.094,   8.108, 186.859,  51.905, 55,0,28.0,  283
12:39:30:041,2810977220867,  75.985, 3300,   3.581, 306.682,  85.190,   2.194, 187.071,  51.964, 53,0,28.0,  233
12:39:30:145,2811277779747,  76.089, 1300,   4.208, 307.119,  85.311,   3.154, 187.398,  52.055, 48,0,28.0,  233
12:39:30:245,2811567756091,  76.189, 1300,   1.276, 307.246,  85.346,   0.152, 187.413,  52.059, 47,0,28.0,  233
12:39:30:341,2811845376879,  76.284, 1300,   1.307, 307.371,  85.381,   0.077, 187.421,  52.061, 47,0,28.0,  233
12:39:30:442,2812139773229,  76.386, 1300,   2.370, 307.612,  85.448,   0.672, 187.489,  52.080, 47,0,28.0,  283
12:39:30:545,2812437745150,  76.489, 1300,   2.134, 307.831,  85.509,   0.374, 187.527,  52.091, 47,0,28.0,  283
12:39:30:645,2812727758147,  76.589, 1300,   1.055, 307.937,  85.538,   0.063, 187.534,  52.093, 47,0,28.0,  283
12:39:30:740,2813004339505,  76.684, 2900,   1.603, 308.090,  85.580,   0.276, 187.560,  52.100, 47,0,28.0,  283
12:39:30:842,2813299607786,  76.786, 1300,   3.587, 308.455,  85.682,   1.687, 187.732,  52.148, 47,0,28.0,  283
12:39:30:945,2813597752903,  76.889, 1300,   1.941, 308.655,  85.737,   0.617, 187.795,  52.165, 47,0,28.0,  283
12:39:31:045,2813887787613,  76.989, 1300,   1.417, 308.796,  85.777,   0.084, 187.804,  52.168, 46,0,28.0,  283
12:39:31:145,2814177303508,  77.089, 3300,   6.493, 309.444,  85.957,   4.906, 188.293,  52.304, 55,0,28.0,  283
12:39:31:241,2814455845915,  77.185, 2900,   5.943, 310.015,  86.115,   4.391, 188.715,  52.421, 51,0,28.0,  283
12:39:31:340,2814744195605,  77.284, 3300,  14.881, 311.495,  86.526,  13.450, 190.052,  52.792, 56,0,28.0,  283
12:39:31:440,2815032833992,  77.384, 2900,   4.870, 311.980,  86.661,   3.227, 190.374,  52.882, 49,0,28.0,  283
12:39:31:545,2815337304105,  77.489, 3300,   9.336, 312.960,  86.933,   7.767, 191.189,  53.108, 54,0,28.0,  283
12:39:31:640,2815613809173,  77.584, 1700,   4.354, 313.375,  87.049,   2.342, 191.412,  53.170, 48,0,28.0,  283
12:39:31:745,2815917745049,  77.689, 1300,   5.331, 313.934,  87.204,   3.915, 191.823,  53.284, 48,0,28.0,  283
12:39:31:845,2816207735258,  77.789, 1300,   1.289, 314.063,  87.240,   0.130, 191.836,  53.288, 47,0,28.0,  283
12:39:31:945,2816497758629,  77.889, 1300,   0.947, 314.157,  87.266,   0.085, 191.844,  53.290, 47,0,28.0,  283
12:39:32:045,2816787638601,  77.989, 1300,   1.597, 314.317,  87.310,   0.101, 191.854,  53.293, 48,0,28.0,  283
12:39:32:145,2817077759887,  78.089, 1300,   1.395, 314.456,  87.349,   0.063, 191.860,  53.295, 46,0,28.0,  283
12:39:32:245,2817367778131,  78.189, 1300,   1.824, 314.639,  87.400,   0.149, 191.875,  53.299, 46,0,28.0,  283
12:39:32:341,2817645466133,  78.285, 1300,   1.378, 314.771,  87.436,   0.117, 191.887,  53.302, 46,0,28.0,  283
12:39:32:442,2817939808575,  78.386, 1300,   2.331, 315.008,  87.502,   0.572, 191.945,  53.318, 47,0,28.0,  283
12:39:32:540,2818223070873,  78.484, 1300,   1.723, 315.176,  87.549,   0.277, 191.972,  53.325, 47,0,28.0,  283
12:39:32:645,2818527751725,  78.589, 1300,   1.605, 315.344,  87.596,   0.094, 191.982,  53.328, 46,0,28.0,  283
12:39:32:745,2818817304728,  78.689, 3300,   5.330, 315.877,  87.744,   3.983, 192.379,  53.439, 52,0,28.0,  283
12:39:32:845,2819107762565,  78.789, 1300,   4.789, 316.356,  87.877,   3.158, 192.696,  53.527, 47,0,28.0,  283
12:39:32:945,2819397314027,  78.889, 3300,   8.882, 317.243,  88.123,   7.265, 193.421,  53.728, 53,0,28.0,  283
12:39:33:043,2819682316682,  78.987, 1300,   4.468, 317.682,  88.245,   3.100, 193.726,  53.813, 48,0,28.0,  283
12:39:33:145,2819977326844,  79.089, 3200,  11.527, 318.855,  88.571,   9.654, 194.708,  54.086, 54,0,28.0,  283
12:39:33:245,2820267024711,  79.189, 1700,   7.143, 319.568,  88.769,   4.807, 195.188,  54.219, 49,0,28.0,  283
12:39:33:341,2820545404817,  79.285, 1300,   6.849, 320.226,  88.952,   5.271, 195.694,  54.359, 50,0,28.0,  283
12:39:33:445,2820847800257,  79.389, 1300,   2.903, 320.529,  89.036,   1.126, 195.811,  54.392, 47,0,28.0,  183
12:39:33:542,2821128045777,  79.486, 2900,   2.613, 320.781,  89.106,   0.831, 195.892,  54.414, 48,0,28.0,  183
12:39:33:641,2821414931302,  79.584, 1300,   3.783, 321.155,  89.210,   1.886, 196.078,  54.466, 47,0,28.0,  166
12:39:33:741,2821705227578,  79.685, 1700,   2.752, 321.431,  89.286,   0.767, 196.155,  54.488, 47,0,28.0,  166
12:39:33:840,2821993319738,  79.784, 1300,   3.404, 321.769,  89.380,   1.458, 196.300,  54.528, 48,0,28.0,  166
12:39:33:940,2822283156035,  79.884, 3200,   7.256, 322.494,  89.582,   5.758, 196.875,  54.688, 53,0,28.0,  166
12:39:34:042,2822578848353,  79.986, 3100,  11.865, 323.704,  89.918,  10.245, 197.920,  54.978, 55,0,28.0,  166
12:39:34:143,2822870488514,  80.086, 1300,  14.664, 325.179,  90.327,  12.019, 199.129,  55.314, 51,0,28.0,  166
12:39:34:242,2823160020172,  80.186, 1700,   4.254, 325.604,  90.445,   1.955, 199.324,  55.368, 49,0,28.0,  166
12:39:34:343,2823450900725,  80.287, 3300,   4.460, 326.051,  90.570,   2.629, 199.588,  55.441, 53,0,28.0,  166
12:39:34:441,2823737244454,  80.385, 1700,  10.182, 327.056,  90.849,   8.508, 200.428,  55.674, 50,0,28.0,  166
12:39:34:540,2824023816569,  80.484, 3300,   9.338, 327.979,  91.105,   7.629, 201.182,  55.884, 56,0,28.0,  166
12:39:34:645,2824327650175,  80.589, 1300,   9.948, 329.021,  91.395,   8.264, 202.047,  56.124, 50,0,28.0,  166
12:39:34:744,2824615217333,  80.688, 3300,   6.712, 329.687,  91.580,   5.085, 202.552,  56.264, 54,0,28.0,  166
12:39:34:840,2824893306957,  80.784, 1300,   9.512, 330.599,  91.833,   7.917, 203.311,  56.475, 51,0,28.0,  166
12:39:34:941,2825185011726,  80.885, 3300,   4.994, 331.102,  91.973,   3.322, 203.645,  56.568, 55,0,28.0,  166
12:39:35:043,2825480469951,  80.986, 1300,   3.953, 331.504,  92.085,   2.220, 203.871,  56.631, 49,0,28.0,  166
