System Time,RDTSC,Elapsed Time (sec),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,Package Power Limit_0(Watt),GT Frequency(MHz)
12:39:35:141,2825765508665,  81.085, 1300,   3.546, 331.853,  92.181,   1.847, 204.053,  56.681, 49,0,28.0,  166
12:39:35:240,2826053894374,  81.184, 1700,   4.335, 332.284,  92.301,   2.413, 204.293,  56.748, 48,0,28.0,  166
12:39:35:341,2826345025129,  81.285, 1700,   3.537, 332.639,  92.400,   1.690, 204.462,  56.795, 48,0,28.0,  166
12:39:35:440,2826633054499,  81.384, 1700,   4.776, 333.113,  92.532,   2.867, 204.747,  56.874, 49,0,28.0,  166
12:39:35:543,2826930614269,  81.486, 2900,   4.684, 333.594,  92.665,   2.886, 205.043,  56.956, 49,0,28.0,  166
12:39:35:644,2827225098359,  81.588, 2900,   5.205, 334.123,  92.812,   3.354, 205.384,  57.051, 50,0,28.0,  166
12:39:35:742,2827507724196,  81.685, 1700,   3.819, 334.495,  92.915,   1.893, 205.568,  57.102, 48,0,28.0,  166
12:39:35:841,2827796934379,  81.785, 1300,   3.219, 334.816,  93.004,   1.447, 205.713,  57.142, 48,0,28.0,  166
12:39:35:942,2828087931256,  81.886, 1700,   3.487, 335.166,  93.102,   1.808, 205.894,  57.193, 49,0,28.0,  166
12:39:36:044,2828384826740,  81.988, 3300,  11.593, 336.353,  93.431,   9.575, 206.874,  57.465, 55,0,28.0,  166
12:39:36:144,2828674474963,  82.088, 2900,   5.983, 336.950,  93.597,   3.657, 207.240,  57.567, 52,0,28.0,  166
12:39:36:243,2828962698951,  82.187, 3300,  14.921, 338.434,  94.009,  13.167, 208.549,  57.930, 58,0,28.0,  166
12:39:36:341,2829244968152,  82.285, 1700,  10.411, 339.447,  94.291,   8.621, 209.388,  58.163, 52,0,28.0,  166
12:39:36:440,2829533676910,  82.384, 3300,  10.722, 340.514,  94.587,   8.815, 210.266,  58.407, 56,0,28.0,  283
12:39:36:544,2829834919711,  82.488, 1300,   7.024, 341.244,  94.790,   4.966, 210.781,  58.550, 50,0,28.0,  283
12:39:36:641,2830116532257,  82.585, 1300,   7.691, 341.991,  94.997,   5.715, 211.336,  58.705, 50,0,28.0,  283
12:39:36:744,2830414269310,  82.688, 1300,   2.307, 342.228,  95.063,   0.345, 211.372,  58.714, 49,0,28.0,  283
12:39:36:842,2830699526012,  82.786, 1300,   2.975, 342.520,  95.145,   0.255, 211.397,  58.721, 49,0,28.0,  283
12:39:36:945,2830997630874,  82.889, 1300,   2.081, 342.734,  95.204,   0.125, 211.410,  58.725, 48,0,28.0,  283
12:39:37:045,2831287636705,  82.989, 1300,   1.598, 342.894,  95.248,   0.173, 211.427,  58.730, 48,0,28.0,  283
12:39:37:145,2831577637499,  83.089, 1300,   1.968, 343.091,  95.303,   0.120, 211.439,  58.733, 48,0,28.0,  283
12:39:37:245,2831867759315,  83.189, 1300,   1.976, 343.289,  95.358,   0.161, 211.455,  58.738, 48,0,28.0,  283
12:39:37:340,2832144004810,  83.284, 1300,   1.791, 343.459,  95.405,   0.356, 211.489,  58.747, 48,0,28.0,  283
12:39:37:442,2832437218063,  83.385, 1300,   2.698, 343.732,  95.481,   0.726, 211.562,  58.767, 48,0,28.0,  166
12:39:37:543,2832730593394,  83.487, 1300,   2.411, 343.976,  95.549,   0.664, 211.629,  58.786, 48,0,28.0,  166
12:39:37:644,2833023493862,  83.588, 3200,   3.168, 344.296,  95.638,   1.435, 211.774,  58.826, 53,0,28.0,  166
12:39:37:745,2833316956165,  83.689, 1300,   6.788, 344.983,  95.829,   5.246, 212.305,  58.974, 48,0,28.0,  166
12:39:37:845,2833606277022,  83.789, 3100,   6.446, 345.626,  96.007,   5.002, 212.804,  59.112, 53,0,28.0,  166
12:39:37:945,2833897745537,  83.889, 1300,   6.964, 346.326,  96.202,   5.419, 213.349,  59.264, 50,0,28.0,  166
12:39:38:044,2834184073058,  83.988, 3100,   6.326, 346.951,  96.375,   4.762, 213.819,  59.394, 53,0,28.0,  166
12:39:38:144,2834473363157,  84.088, 1300,   8.021, 347.751,  96.597,   6.372, 214.455,  59.571, 49,0,28.0,  283
12:39:38:243,2834760219427,  84.186, 2900,   5.769, 348.321,  96.756,   4.093, 214.860,  59.683, 50,0,28.0,  283
12:39:38:341,2835045396646,  84.285, 1300,   2.175, 348.535,  96.815,   0.425, 214.901,  59.695, 49,0,28.0,  283
12:39:38:445,2835347743338,  84.389, 1300,   2.403, 348.786,  96.885,   0.656, 214.970,  59.714, 48,0,28.0,  283
12:39:38:542,2835628777039,  84.486, 1300,   1.823, 348.963,  96.934,   0.254, 214.995,  59.721, 48,0,28.0,  283
12:39:38:643,2835922424947,  84.587, 1300,   1.740, 349.139,  96.983,   0.210, 215.016,  59.727, 48,0,28.0,  283
12:39:38:745,2836217869106,  84.689, 1300,   1.527, 349.294,  97.026,   0.133, 215.029,  59.730, 48,0,28.0,  283
12:39:38:842,2836499616989,  84.786, 2900,   1.625, 349.452,  97.070,   0.498, 215.078,  59.744, 48,0,28.0,  283
12:39:38:940,2836783827842,  84.884, 2900,   4.039, 349.848,  97.180,   2.199, 215.293,  59.804, 49,0,28.0,  233
12:39:39:042,2837077382707,  84.985, 1700,   4.312, 350.285,  97.301,   2.169, 215.513,  59.865, 48,0,28.0,  166
12:39:39:145,2837377770366,  85.089, 1300,   3.330, 350.630,  97.397,   1.408, 215.659,  59.905, 48,0,28.0,  166
12:39:39:240,2837653393580,  85.184, 1700,   2.679, 350.884,  97.468,   0.935, 215.748,  59.930, 48,0,28.0,  166
12:39:39:343,2837951012883,  85.287, 1700,   8.997, 351.808,  97.724,   7.372, 216.504,  60.140, 50,0,28.0,  166
12:39:39:445,2838246619969,  85.389, 3300,   6.544, 352.475,  97.910,   4.881, 217.002,  60.278, 56,0,28.0,  283
12:39:39:543,2838529811749,  85.486, 1300,   8.583, 353.313,  98.142,   6.987, 217.684,  60.468, 50,0,28.0,  283
12:39:39:642,2838819280796,  85.586, 3300,   5.870, 353.899,  98.305,   4.286, 218.112,  60.587, 55,0,28.0,  283
12:39:39:742,2839108388479,  85.686, 1700,   9.285, 354.824,  98.562,   7.646, 218.874,  60.798, 50,0,28.0,  283
12:39:39:845,2839407303787,  85.789, 3300,   5.934, 355.436,  98.732,   4.215, 219.308,  60.919, 56,0,28.0,  283
12:39:39:942,2839686827630,  85.885, 1700,   3.072, 355.732,  98.814,   1.468, 219.450,  60.958, 49,0,28.0,  283
12:39:40:043,2839981154183,  85.987, 1700,   2.458, 355.982,  98.884,   0.738, 219.525,  60.979, 49,0,28.0,  283
12:39:40:140,2840263777336,  86.084, 1700,   3.431, 356.316,  98.977,   1.414, 219.663,  61.017, 48,0,28.0,  166
12:39:40:240,2840553457983,  86.184, 1300,   2.480, 356.564,  99.045,   0.645, 219.727,  61.035, 48,0,28.0,  166
12:39:40:341,2840845453744,  86.285, 1700,   2.657, 356.831,  99.120,   0.797, 219.807,  61.058, 48,0,28.0,  166
12:39:40:441,2841135918108,  86.385, 1700,   3.919, 357.224,  99.229,   1.952, 220.003,  61.112, 48,0,28.0,  199
12:39:40:542,2841426780128,  86.485, 1700,   3.937, 357.619,  99.339,   2.033, 220.207,  61.169, 48,0,28.0,  166
12:39:40:642,2841718411716,  86.586, 1700,   3.835, 358.004,  99.446,   1.922, 220.400,  61.222, 48,0,28.0,  166
12:39:40:742,2842008788995,  86.686, 1700,   4.101, 358.415,  99.560,   2.219, 220.622,  61.284, 48,0,28.0,  166
12:39:40:840,2842293634603,  86.784, 1700,   3.815, 358.790,  99.664,   1.928, 220.812,  61.337, 49,0,28.0,  166
12:39:40:943,2842591093568,  86.887, 2900,  10.093, 359.825,  99.951,   8.444, 221.678,  61.577, 52,0,28.0,  166
12:39:41:044,2842882676651,  86.987, 3300,   4.056, 360.233, 100.065,   2.479, 221.927,  61.646, 52,0,28.0,  166
12:39:41:141,2843164443400,  87.085, 3200,  11.841, 361.383, 100.384,  10.199, 222.918,  61.922, 56,0,28.0,  166
12:39:41:241,2843456302852,  87.185, 1700,   8.130, 362.202, 100.612,   6.181, 223.540,  62.094, 51,0,28.0,  166
12:39:41:345,2843755668467,  87.288, 3300,  14.274, 363.675, 101.021,  12.831, 224.865,  62.462, 59,0,28.0,  166
12:39:41:442,2844038703062,  87.386, 1700,   7.249, 364.383, 101.217,   5.342, 225.386,  62.607, 50,0,28.0,  183
12:39:41:545,2844335672955,  87.488, 1700,   7.686, 365.170, 101.436,   5.958, 225.996,  62.777, 51,0,28.0,  166
12:39:41:641,2844613833643,  87.584, 2900,   3.451, 365.501, 101.528,   1.522, 226.142,  62.817, 50,0,28.0,  166
12:39:41:743,2844910463893,  87.687, 1700,   3.389, 365.847, 101.624,   1.458, 226.291,  62.859, 50,0,28.0,  166
12:39:41:841,2845194263440,  87.785, 1700,   3.532, 366.193, 101.720,   1.582, 226.446,  62.902, 49,0,28.0,  166
12:39:41:940,2845482970499,  87.884, 1700,   3.064, 366.498, 101.805,   1.175, 226.563,  62.934, 49,0,28.0,  166
12:39:42:040,2845773087421,  87.984, 1300,   2.817, 366.780, 101.883,   0.999, 226.663,  62.962, 49,0,28.0,  166
12:39:42:142,2846066946926,  88.085, 1300,   2.739, 367.058, 101.960,   0.923, 226.757,  62.988, 49,0,28.0,  166
12:39:42:243,2846360346646,  88.187, 1300,   2.732, 367.334, 102.037,   0.759, 226.833,  63.009, 48,0,28.0,  166
12:39:42:341,2846645250742,  88.285, 1300,   2.273, 367.557, 102.099,   0.263, 226.859,  63.016, 49,0,28.0,  166
12:39:42:442,2846936901826,  88.385, 1300,   2.869, 367.846, 102.179,   0.763, 226.936,  63.038, 49,0,28.0,  283
12:39:42:541,2847224166885,  88.484, 3300,   4.972, 368.338, 102.316,   3.033, 227.237,  63.121, 54,0,28.0,  166
12:39:42:640,2847513471263,  88.584, 1300,  10.173, 369.353, 102.598,   8.365, 228.071,  63.353, 50,0,28.0,  166
12:39:42:740,2847803039180,  88.684, 3300,   8.742, 370.226, 102.841,   6.979, 228.768,  63.547, 56,0,28.0,  166
12:39:42:842,2848098435057,  88.786, 3100,  10.236, 371.269, 103.130,   8.597, 229.643,  63.790, 54,0,28.0,  166
12:39:42:944,2848392360130,  88.887, 2900,   6.665, 371.944, 103.318,   4.822, 230.132,  63.926, 52,0,28.0,  166
12:39:43:042,2848676832829,  88.985, 1300,   7.783, 372.708, 103.530,   6.049, 230.726,  64.090, 50,0,28.0,  166
12:39:43:143,2848970220125,  89.087, 2900,   6.983, 373.415, 103.726,   5.242, 231.256,  64.238, 51,0,28.0,  166
12:39:43:243,2849259493474,  89.186, 1300,   3.351, 373.749, 103.819,   1.309, 231.387,  64.274, 50,0,28.0,  166
12:39:43:341,2849545241325,  89.285, 1300,   2.206, 373.966, 103.880,   0.082, 231.395,  64.276, 49,0,28.0,  166
12:39:43:441,2849834687768,  89.385, 1700,   3.788, 374.344, 103.985,   1.739, 231.568,  64.325, 48,0,28.0,  283
12:39:43:543,2850129642410,  89.486, 1300,   2.969, 374.646, 104.068,   0.965, 231.666,  64.352, 49,0,28.0,  283
12:39:43:641,2850414115631,  89.584, 1700,   3.158, 374.956, 104.154,   1.270, 231.791,  64.386, 49,0,28.0,  283
12:39:43:741,2850703706974,  89.684, 1700,   3.994, 375.355, 104.265,   2.129, 232.004,  64.445, 49,0,28.0,  233
12:39:43:840,2850993098331,  89.784, 1300,   3.312, 375.685, 104.357,   1.487, 232.152,  64.487, 48,0,28.0,  166
12:39:43:943,2851289668571,  89.886, 3300,   5.075, 376.204, 104.501,   3.246, 232.484,  64.579, 55,0,28.0,  166
12:39:44:042,2851576419917,  89.985, 1300,   4.926, 376.692, 104.637,   2.701, 232.751,  64.653, 49,0,28.0,  166
12:39:44:144,2851873177623,  90.088, 1300,   2.346, 376.932, 104.703,   0.439, 232.796,  64.666, 48,0,28.0,  166
12:39:44:244,2852163173427,  90.188, 1700,   9.639, 377.896, 104.971,   7.977, 233.594,  64.887, 51,0,28.0,  166
12:39:44:341,2852444076454,  90.284, 3300,  14.478, 379.298, 105.361,  12.429, 234.797,  65.222, 57,0,28.0,  233
12:39:44:442,2852739121009,  90.386, 3300,  15.769, 380.902, 105.806,  13.631, 236.184,  65.607, 60,0,28.0,  166
12:39:44:542,2853026529608,  90.485, 3300,  17.029, 382.591, 106.275,  14.669, 237.639,  66.011, 61,0,28.0,  166
12:39:44:641,2853313449745,  90.584, 2900,  17.437, 384.316, 106.754,  14.990, 239.122,  66.423, 57,0,28.0,  166
12:39:44:744,2853614093124,  90.688, 1300,   9.937, 385.346, 107.041,   7.634, 239.913,  66.643, 52,0,28.0,  166
12:39:44:842,2853898713561,  90.786, 3300,  13.078, 386.630, 107.397,  11.222, 241.015,  66.948, 60,0,28.0,  166
12:39:44:942,2854188307263,  90.886, 2900,  15.357, 388.163, 107.823,  12.975, 242.310,  67.308, 57,0,28.0,  166
12:39:45:044,2854483402739,  90.988, 3300,  13.175, 389.504, 108.195,  10.683, 243.397,  67.610, 58,0,28.0,  166
12:39:45:141,2854765148245,  91.085, 3300,  13.943, 390.858, 108.572,  11.434, 244.508,  67.919, 57,0,28.0,  199
12:39:45:245,2855067321862,  91.189, 3300,  12.758, 392.188, 108.941,  10.589, 245.612,  68.225, 60,0,28.0,  166
12:39:45:343,2855349296321,  91.286, 3300,  13.000, 393.452, 109.292,  10.720, 246.654,  68.515, 58,0,28.0,  166
12:39:45:441,2855634955413,  91.385, 3300,  13.002, 394.733, 109.648,  10.597, 247.698,  68.805, 59,0,28.0,  183
12:39:45:544,2855933536044,  91.488, 3300,  11.836, 395.951, 109.986,   9.727, 248.699,  69.083, 60,0,28.0,  166
12:39:45:640,2856212943647,  91.584, 3300,  12.720, 397.177, 110.327,  11.050, 249.764,  69.379, 59,0,28.0,  166
12:39:45:744,2856514334205,  91.688, 1700,  12.842, 398.511, 110.698,  10.956, 250.902,  69.695, 55,0,28.0,  166
12:39:45:845,2856805850957,  91.789, 1300,   5.680, 399.082, 110.856,   3.395, 251.244,  69.790, 52,0,28.0,  166
12:39:45:941,2857083320193,  91.884, 3300,  10.587, 400.096, 111.138,   8.716, 252.078,  70.022, 57,0,28.0,  166
12:39:46:041,2857374393366,  91.985, 3300,  10.184, 401.118, 111.422,   8.397, 252.921,  70.256, 59,0,28.0,  166
12:39:46:140,2857663200443,  92.084, 3300,  17.024, 402.813, 111.893,  15.239, 254.439,  70.677, 61,0,28.0,  166
12:39:46:245,2857965139276,  92.188, 2900,  14.072, 404.278, 112.300,  12.359, 255.725,  71.035, 57,0,28.0,  166
12:39:46:341,2858243802528,  92.284, 3300,  16.593, 405.873, 112.742,  14.468, 257.116,  71.421, 62,0,28.0,  166
12:39:46:443,2858539474672,  92.386, 3100,  12.075, 407.104, 113.084,   9.806, 258.115,  71.699, 57,0,28.0,  166
12:39:46:540,2858823182754,  92.484, 1700,   9.959, 408.078, 113.355,   7.578, 258.857,  71.905, 55,0,28.0,  166
12:39:46:644,2859123314990,  92.588, 1700,   6.602, 408.761, 113.545,   4.414, 259.314,  72.032, 53,0,28.0,  166
12:39:46:741,2859403323253,  92.684, 3300,   7.543, 409.490, 113.747,   5.364, 259.831,  72.175, 56,0,28.0,  166
12:39:46:842,2859697003092,  92.786, 3100,  12.909, 410.797, 114.110,  10.555, 260.900,  72.472, 56,0,28.0,  166
12:39:46:941,2859983455342,  92.884, 1700,   6.419, 411.431, 114.286,   3.793, 261.275,  72.576, 53,0,28.0,  166
12:39:47:041,2860273272070,  92.984, 1700,   4.999, 411.931, 114.425,   2.587, 261.534,  72.648, 52,0,28.0,  166
12:39:47:141,2860563323758,  93.084, 1700,   4.524, 412.383, 114.551,   2.376, 261.771,  72.714, 51,0,28.0,  166
12:39:47:242,2860857434112,  93.186, 1700,   4.304, 412.820, 114.672,   2.095, 261.984,  72.773, 51,0,28.0,  166
12:39:47:343,2861151517387,  93.287, 2900,   4.241, 413.250, 114.792,   2.176, 262.204,  72.835, 51,0,28.0,  166
12:39:47:443,2861440460368,  93.387, 1300,   3.769, 413.625, 114.896,   1.626, 262.366,  72.880, 51,0,28.0,  216
12:39:47:542,2861728194533,  93.486, 2900,   3.119, 413.935, 114.982,   0.749, 262.441,  72.900, 52,0,28.0,  166
12:39:47:643,2862019541801,  93.587, 1300,  10.686, 415.009, 115.280,   8.762, 263.321,  73.145, 52,0,28.0,  166
12:39:47:744,2862312380701,  93.687, 1300,   5.827, 415.597, 115.444,   3.828, 263.708,  73.252, 53,0,28.0,  166
12:39:47:842,2862597981112,  93.786, 1700,   9.065, 416.490, 115.692,   7.429, 264.439,  73.455, 54,0,28.0,  166
12:39:47:942,2862886370339,  93.885, 2900,   7.040, 417.190, 115.886,   5.223, 264.959,  73.600, 54,0,28.0,  166
12:39:48:043,2863179544783,  93.987, 1300,   8.513, 418.051, 116.125,   6.752, 265.641,  73.789, 53,0,28.0,  166
12:39:48:142,2863468476084,  94.086, 1700,   5.842, 418.633, 116.287,   4.286, 266.068,  73.908, 53,0,28.0,  166
12:39:48:246,2863767628865,  94.189, 1300,   3.083, 418.951, 116.375,   1.102, 266.182,  73.939, 51,0,28.0,  166
12:39:48:342,2864046607815,  94.285, 2900,   3.766, 419.313, 116.476,   1.608, 266.337,  73.982, 52,0,28.0,  166
12:39:48:441,2864333315181,  94.384, 1700,   4.010, 419.709, 116.586,   1.814, 266.516,  74.032, 51,0,28.0,  166
12:39:48:543,2864630728623,  94.487, 1300,   2.051, 419.920, 116.644,   0.327, 266.549,  74.042, 50,0,28.0,  166
12:39:48:646,2864927628135,  94.589, 1300,   1.960, 420.120, 116.700,   0.278, 266.578,  74.049, 50,0,28.0,  166
12:39:48:746,2865217664872,  94.689, 1300,   1.981, 420.319, 116.755,   0.106, 266.589,  74.052, 50,0,28.0,  166
12:39:48:846,2865507632740,  94.789, 1300,   2.011, 420.520, 116.811,   0.102, 266.599,  74.055, 50,0,28.0,  166
12:39:48:941,2865783503684,  94.884, 1300,   1.986, 420.708, 116.863,   0.115, 266.610,  74.058, 50,0,28.0,  166
12:39:49:042,2866076793624,  94.986, 1300,   2.064, 420.917, 116.921,   0.164, 266.626,  74.063, 50,0,28.0,  166
12:39:49:143,2866370026399,  95.087, 1300,   1.929, 421.112, 116.976,   0.112, 266.638,  74.066, 50,0,28.0,  166
12:39:49:244,2866663290953,  95.188, 1300,   8.412, 421.963, 117.212,   6.723, 267.317,  74.255, 51,0,28.0,  166
12:39:49:345,2866956161662,  95.289, 3300,   5.946, 422.563, 117.379,   4.260, 267.748,  74.374, 55,0,28.0,  166
12:39:49:445,2867246347568,  95.389, 1300,   9.138, 423.478, 117.633,   7.463, 268.494,  74.582, 51,0,28.0,  283
12:39:49:541,2867524657789,  95.485, 3300,   5.172, 423.974, 117.771,   3.607, 268.841,  74.678, 56,0,28.0,  283
12:39:49:643,2867819628045,  95.587, 1700,   8.506, 424.839, 118.011,   6.934, 269.546,  74.874, 52,0,28.0,  283
12:39:49:743,2868111607280,  95.687, 3300,   5.133, 425.356, 118.155,   3.671, 269.915,  74.977, 59,0,28.0,  283
12:39:49:844,2868404248454,  95.788, 1300,   2.294, 425.588, 118.219,   0.596, 269.976,  74.993, 51,0,28.0,  283
12:39:49:943,2868689993671,  95.887, 1300,   2.254, 425.810, 118.280,   0.097, 269.985,  74.996, 50,0,28.0,  283
12:39:50:046,2868987749827,  95.989, 1300,   1.903, 426.005, 118.335,   0.106, 269.996,  74.999, 50,0,28.0,  283
12:39:50:142,2869267586584,  96.086, 1300,   1.459, 426.146, 118.374,   0.082, 270.004,  75.001, 50,0,28.0,  283
12:39:50:246,2869567742279,  96.189, 1300,   1.518, 426.303, 118.417,   0.145, 270.019,  75.005, 50,0,28.0,  283
12:39:50:341,2869845392028,  96.285, 1300,   1.338, 426.431, 118.453,   0.150, 270.033,  75.009, 50,0,28.0,  233
12:39:50:443,2870139653496,  96.387, 1300,   2.734, 426.709, 118.530,   0.824, 270.117,  75.033, 50,0,28.0,  283
12:39:50:544,2870432098109,  96.487, 1300,   2.361, 426.947, 118.596,   0.660, 270.184,  75.051, 50,0,28.0,  283
12:39:50:645,2870726826830,  96.589, 1300,   1.333, 427.082, 118.634,   0.102, 270.194,  75.054, 50,0,28.0,  283
12:39:50:746,2871017756597,  96.689, 1300,   1.002, 427.183, 118.662,   0.075, 270.201,  75.056, 49,0,28.0,  283
12:39:50:841,2871295525461,  96.785, 1700,   8.627, 428.009, 118.891,   6.931, 270.865,  75.240, 52,0,28.0,  283
12:39:50:946,2871597320621,  96.889, 3300,   5.133, 428.543, 119.040,   3.392, 271.218,  75.338, 58,0,28.0,  283
12:39:51:041,2871875500092,  96.985, 2900,   9.307, 429.436, 119.288,   7.687, 271.956,  75.543, 53,0,28.0,  283
12:39:51:146,2872177322100,  97.089, 3300,   4.404, 429.894, 119.415,   2.723, 272.239,  75.622, 58,0,28.0,  283
12:39:51:242,2872457603463,  97.186, 1700,   9.093, 430.773, 119.659,   7.473, 272.961,  75.823, 52,0,28.0,  283
12:39:51:341,2872744937436,  97.285, 3300,   4.054, 431.175, 119.771,   2.511, 273.210,  75.892, 58,0,28.0,  283
12:39:51:444,2873043413496,  97.388, 1300,   4.666, 431.655, 119.904,   2.880, 273.507,  75.974, 50,0,28.0,  283
12:39:51:546,2873337745642,  97.489, 1300,   1.513, 431.809, 119.947,   0.270, 273.534,  75.982, 50,0,28.0,  283
12:39:51:646,2873627763037,  97.589, 1300,   1.742, 431.983, 119.995,   0.095, 273.543,  75.984, 50,0,28.0,  283
12:39:51:746,2873917841920,  97.689, 1300,   1.295, 432.112, 120.031,   0.093, 273.553,  75.987, 49,0,28.0,  283
12:39:51:846,2874207759236,  97.789, 1300,   1.458, 432.258, 120.072,   0.176, 273.570,  75.992, 49,0,28.0,  283
12:39:51:946,2874497782283,  97.889, 1300,   1.117, 432.370, 120.103,   0.097, 273.580,  75.994, 50,0,28.0,  283
12:39:52:043,2874779569902,  97.987, 1300,   1.349, 432.501, 120.139,   0.073, 273.587,  75.996, 50,0,28.0,  283
12:39:52:142,2875066903566,  98.086, 3100,   3.004, 432.799, 120.222,   1.317, 273.718,  76.033, 51,0,28.0,  266
12:39:52:241,2875353294675,  98.184, 2900,   3.461, 433.140, 120.317,   1.500, 273.866,  76.074, 51,0,28.0,  166
12:39:52:341,2875643697713,  98.285, 1300,   3.374, 433.478, 120.411,   1.313, 273.997,  76.110, 50,0,28.0,  166
12:39:52:441,2875934633682,  98.385, 3300,   8.412, 434.322, 120.645,   6.645, 274.664,  76.296, 58,0,28.0,  283
12:39:52:545,2876236599934,  98.489, 3300,   4.097, 434.749, 120.764,   2.399, 274.914,  76.365, 55,0,28.0,  283
12:39:52:644,2876522022476,  98.587, 3300,   9.912, 435.724, 121.035,   8.381, 275.739,  76.594, 58,0,28.0,  283
12:39:52:741,2876802886884,  98.684, 3300,   3.398, 436.053, 121.126,   1.803, 275.913,  76.643, 56,0,28.0,  283
12:39:52:845,2877104291692,  98.788, 3300,   9.702, 437.062, 121.406,   8.154, 276.761,  76.878, 58,0,28.0,  283
12:39:52:946,2877397305624,  98.889, 3300,   4.122, 437.479, 121.522,   2.406, 277.004,  76.946, 56,0,28.0,  283
12:39:53:046,2877687761582,  98.990, 1300,   3.934, 437.873, 121.631,   2.598, 277.264,  77.018, 50,0,28.0,  283
12:39:53:146,2877977739813,  99.090, 1300,   1.513, 438.024, 121.673,   0.126, 277.277,  77.021, 50,0,28.0,  283
12:39:53:241,2878255352118,  99.185, 1300,   1.662, 438.183, 121.717,   0.169, 277.293,  77.026, 50,0,28.0,  283
12:39:53:341,2878545368996,  99.285, 1300,   1.653, 438.348, 121.763,   0.135, 277.306,  77.030, 50,0,28.0,  283
12:39:53:446,2878847782762,  99.390, 1300,   2.952, 438.656, 121.849,   1.100, 277.421,  77.061, 49,0,28.0,  166
12:39:53:546,2879137667084,  99.489, 1300,   1.415, 438.797, 121.888,   0.225, 277.444,  77.068, 49,0,28.0,  166
12:39:53:643,2879419398485,  99.587, 1700,   4.186, 439.204, 122.001,   2.604, 277.697,  77.138, 51,0,28.0,  166
12:39:53:744,2879712272519,  99.688, 1700,   4.420, 439.651, 122.125,   2.912, 277.991,  77.220, 51,0,28.0,  166
